,day_of_week,schedule,language,comment,church_name,church_address
1,5.0,6:00 AM - 7:00 AM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,Panimbahon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
6,0.0,6:00 AM - 07:00 AM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
7,6.0,10:00 AM - 11:00 AM,English,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
8,0.0,5:00 PM - 06:00 PM,English,Anticipated Mass,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
9,6.0,5:00 PM - 6:00 PM,Hiligaynon,,Our Lady of the Miraculous Medal Parish and Shrine,"Brgy. Mansilingan, Bacolod City, Negros Occidental"
0,6.0,8:30 AM - 9:30 AM,Hiligaynon,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
6,0.0,6:00 AM - 07:00 AM,,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
7,6.0,5:00 PM - 6:00 PM,English,,Our Lady of the Most Holy Rosary Parish and Shrine,"Brgy. Alangilan, Bacolod City, Negros Occidental"
0,6.0,7:15 AM - 8:15 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
6,0.0,5:30 PM - 06:30 PM,,Anticipated Mass,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
7,6.0,3:00 PM - 4:00 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
8,5.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
9,4.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
10,3.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
11,2.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
12,1.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
13,6.0,5:30 PM - 6:30 PM,,,Queen of Peace Parish,"Hilado St., Bacolod City, Negros Occidental"
0,6.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
6,0.0,6:00 AM - 07:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
7,6.0,9:00 AM - 10:00 AM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
8,5.0,12:15 PM - 1:15 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
9,4.0,12:15 PM - 1:15 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
10,3.0,12:15 PM - 1:15 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
11,2.0,12:15 PM - 1:15 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
12,1.0,12:15 PM - 1:15 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
13,0.0,5:30 PM - 06:30 PM,,Anticipated,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
14,6.0,11:00 AM - 12:00 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
15,5.0,5:30 PM - 6:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
16,4.0,5:30 PM - 6:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
17,3.0,5:30 PM - 6:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
18,2.0,5:30 PM - 6:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
19,1.0,5:30 PM - 6:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
20,6.0,5:00 PM - 6:00 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
21,6.0,6:30 PM - 7:30 PM,,,Sacred Heart Shrine (Lupit Church),"Lizares Avenue, Bacolod City, Negros Occidental"
0,6.0,6:30 AM - 7:30 AM,Hiligaynon,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
1,5.0,7:00 AM - 8:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
2,4.0,7:00 AM - 8:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
3,3.0,7:00 AM - 8:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
4,2.0,7:00 AM - 8:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
5,1.0,7:00 AM - 8:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
6,0.0,7:00 AM - 08:00 AM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
7,6.0,8:30 AM - 9:30 AM,English,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
8,3.0,5:30 PM - 6:30 PM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
9,1.0,5:30 PM - 6:30 PM,,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
10,0.0,5:30 PM - 06:30 PM,,Anticipated Mass,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
11,6.0,10:30 AM - 11:30 AM,English,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
12,6.0,5:00 PM - 6:00 PM,English,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
13,6.0,6:30 PM - 7:30 PM,English,,San Antonio Abad Parish,"Lacson Extension Street, Bacolod City, Negros Occidental"
0,6.0,5:00 AM - 6:00 AM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
1,5.0,7:00 AM - 8:00 AM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
2,4.0,7:00 AM - 8:00 AM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
3,3.0,7:00 AM - 8:00 AM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
4,2.0,7:00 AM - 8:00 AM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
5,1.0,7:00 AM - 8:00 AM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
6,0.0,7:00 AM - 08:00 AM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
7,6.0,6:15 AM - 7:15 AM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
8,5.0,12:15 PM - 1:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
9,4.0,12:15 PM - 1:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
10,3.0,12:15 PM - 1:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
11,2.0,12:15 PM - 1:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
12,1.0,12:15 PM - 1:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
13,0.0,12:15 PM - 01:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
14,6.0,7:30 AM - 8:30 AM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
15,5.0,5:15 PM - 6:15 PM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
16,4.0,5:15 PM - 6:15 PM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
17,3.0,5:15 PM - 6:15 PM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
18,2.0,5:15 PM - 6:15 PM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
19,1.0,5:15 PM - 6:15 PM,Hiligaynon,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
20,0.0,5:15 PM - 06:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
21,6.0,8:45 AM - 9:45 AM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
22,6.0,10:00 AM - 11:00 AM,English,Bishop's Mass,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
23,6.0,12:00 PM - 1:00 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
24,6.0,1:15 PM - 2:15 PM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
25,6.0,2:30 PM - 3:30 PM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
26,6.0,3:45 PM - 4:45 PM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
27,6.0,5:00 PM - 6:00 PM,,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
28,6.0,6:15 PM - 7:15 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
29,6.0,7:30 PM - 8:30 PM,English,,San Sebastian Cathedral,"Cor. San Juan and Rizal Sts., Bacolod City, Negros Occidental"
0,6.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
6,0.0,6:00 AM - 07:00 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
7,6.0,7:15 AM - 8:15 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
8,5.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
9,4.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
10,3.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
11,2.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
12,1.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
13,0.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
14,6.0,8:30 AM - 9:30 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
15,5.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
16,4.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
17,3.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
18,2.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
19,1.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
20,0.0,5:30 PM - 06:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
21,6.0,9:45 AM - 10:45 AM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
22,6.0,11:00 AM - 12:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
23,6.0,3:00 PM - 4:00 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
24,6.0,4:15 PM - 5:15 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
25,6.0,5:30 PM - 6:30 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
26,6.0,6:45 PM - 7:45 PM,,,Shrine of Our Lady of Perpetual Help (Redemptorist Church),"Benigno Aquino Drive, Bacolod City, Negros Occidental"
0,6.0,6:30 AM - 7:30 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
1,5.0,6:15 AM - 7:15 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
2,3.0,6:15 AM - 7:15 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
3,2.0,6:15 AM - 7:15 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
4,1.0,6:15 AM - 7:15 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
5,0.0,6:15 AM - 07:15 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
6,6.0,9:30 AM - 10:30 AM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
7,6.0,11:00 AM - 12:00 PM,,Resort Negrense,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
8,6.0,5:00 PM - 6:00 PM,,,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
9,6.0,6:30 PM - 7:30 PM,,Area Mass,St. John the Baptist Chaplaincy,"Punta-Taytay, Bacolod City, Negros Occidental"
0,6.0,7:30 AM - 8:30 AM,,,St. Joseph the Worker Chaplaincy,"Paglaum Village, Barangay Mansilingan, Bacolod City, Negros Occidental"
1,6.0,5:00 PM - 6:00 PM,,,St. Joseph the Worker Chaplaincy,"Paglaum Village, Barangay Mansilingan, Bacolod City, Negros Occidental"
0,6.0,6:00 AM - 7:00 AM,Hiligaynon,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
2,4.0,6:00 AM - 7:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
3,3.0,6:00 AM - 7:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
4,2.0,6:00 AM - 7:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
5,1.0,6:00 AM - 7:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
6,0.0,6:00 AM - 07:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
7,6.0,10:00 AM - 11:00 AM,English,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
8,0.0,6:00 PM - 07:00 PM,,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
9,6.0,6:00 PM - 7:00 PM,Hiligaynon,,St. Joseph The Worker Parish,"Doña Juliana Dr, Bacolod City, Negros Occidental"
0,6.0,8:30 AM - 9:30 AM,,,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
1,3.0,7:00 AM - 8:00 AM,,,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
2,1.0,6:30 AM - 7:30 AM,,First Friday only,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
3,0.0,6:00 PM - 07:00 PM,,Anticipated Mass,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
4,6.0,10:00 AM - 11:00 AM,,,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
5,1.0,7:00 AM - 8:00 AM,,,"St. Joseph, Husband of Mary Chaplaincy","Mount Kanlaon St., Mountainview Subdivision, Mandalagan, Bacolod City, Negros Occidental"
0,6.0,7:00 AM - 8:00 AM,,,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
1,5.0,7:00 AM - 8:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
2,3.0,7:00 AM - 8:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
3,2.0,7:00 AM - 8:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
4,1.0,7:00 AM - 8:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
5,0.0,7:00 AM - 08:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
6,6.0,10:00 AM - 11:00 AM,,Sta. Clara Subd.,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
7,3.0,5:00 PM - 6:00 PM,,,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
8,1.0,5:00 PM - 6:00 PM,,,St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
9,0.0,5:30 PM - 06:30 PM,,"Anticipated Mass, Sta. Clara Subd.",St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
10,6.0,5:00 PM - 6:00 PM,,Purok Langis Chapel (BEC),St. Matthew Chaplaincy,"Blk 5 Lot 2 San Mateo Chaplaincy, San Mateo Village, Brgy. Banago, Bacolod City, Negros Occidental"
0,6.0,8:00 AM - 9:00 AM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
1,5.0,6:00 AM - 7:00 AM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
2,3.0,5:00 PM - 6:00 PM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
3,2.0,6:00 AM - 7:00 AM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
4,1.0,6:00 AM - 7:00 AM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
5,0.0,6:00 AM - 07:00 AM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
6,6.0,5:00 PM - 6:00 PM,,,St. Therese of the Child Jesus Quasi-Parish,"Cameroli Avenue, Barangay 35, Bacolod City, Negros Occidental"
0,6.0,7:00 AM - 8:00 AM,,,Sto. Niño Chaplaincy,"Lausanne Street, Helvetia Heights Subdivision Barangay Villamonte, Bacolod City, Negros Occidental"
1,5.0,6:00 PM - 7:00 PM,,,Sto. Niño Chaplaincy,"Lausanne Street, Helvetia Heights Subdivision Barangay Villamonte, Bacolod City, Negros Occidental"
2,4.0,6:00 PM - 7:00 PM,,,Sto. Niño Chaplaincy,"Lausanne Street, Helvetia Heights Subdivision Barangay Villamonte, Bacolod City, Negros Occidental"
